title,original_title,year,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote
Malibu Rescue - Una nuova onda,Malibu Rescue: The Next Wave,2020,"Action, Adventure, Comedy",68,USA,English,Savage Steve Holland,"Jed Elinoff, Savage Steve Holland",Pacific Bay Entertainment,"Curtis Armstrong, Jackie R. Jacobson, Ricardo Hurtado, Breanna Yde, Jeremy Howard, Abby Donnelly, Kirrilee Berger, Carly Hughes, Carlos Sanson, Henry Kingi, Ella Gross, JT Neal, Alkoya Brunson, Lauren Gaw, Jeff Meacham","It's summer again, and everyone's favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of...",4.5
Rev,Rev,2020,"Action, Drama",91,Canada,English,Ant Horasanli,"Ant Horasanli, Reza Sholeh",N5 Pictures,"Francesco Filice, Vivica A. Fox, Hannah Gordon, Sam Asante, Sebastian Deery, Francisca Dennis, Nathan Hibbert, Yun Liu, Alex Loubert, Dennis Nimoh, Reece Presley, Sean Rey, Mark Rival, Reza Sholeh, Kristi Woods",A young thief with a history of grand theft auto becomes an informant and helps police bring down a criminal enterprise involved in the smuggling of hundreds of exotic super cars.,4.8
Relazione pericolosa,Fatal Affair,2020,"Drama, Thriller",89,USA,English,Peter Sullivan,"Peter Sullivan, Rasheeda Garner",Hybrid,"Nia Long, Omar Epps, Stephen Bishop, Aubrey Cleland, Maya Stojan, Kj Smith, Jason-Shane Scott, Carolyn Hennesy, Fredella Calloway, Estelle, Jacob Aaron Gaines, Kym Jackson, Lyn Alicia Henderson, Kate Orsini, Michael C. Mahon","Ellie tries to mend her marriage with her husband Marcus after a brief encounter with an old friend, David, only to find that David is more dangerous and unstable than she'd realized.",4.4
The Will,The Will,2020,Romance,105,USA,English,Louise Alston,"Kristen Ashley, Joany Kane",,"Megan Dodds, Chris McKenna, Caroline Mixon, Trey Murphy, Christian Hopper, Patrick Byas, Martin Dingle Wall, Billy Rick, Robin S. Walker, Dane Michael Glynn, Bill Thorpe, Eileen Weisinger, Kyra Weeks, Brett Bartholomew, Bobby James Evers","Early in her life, Josephine Malone learned the hard way that there was only one person she could love and trust: her grandmother, Lydia Malone. Out of necessity, unconsciously and very ...",6.1
The Alpha Test,The Alpha Test,2020,Sci-Fi,87,USA,English,Aaron Mirtes,"Brad Belemjian, Aaron Mirtes",,"Mack Bayda, Brad Belemjian, David Ditmore, Rae Hunt, Bella Martin, Alice Raver, Wynn Reichert, Deborah Seidel",A robot servant is pushed to the brink of disaster and murder at the hands of a vicious and abusive owner.,3.3
The Moving on Phase,The Moving on Phase,2020,Comedy,85,USA,English,Don Tjernagel,Don Tjernagel,,"Matt Anderson, Clint Boevers, Jillian Brown, Cody Croskrey, Jamie Doroslovac, Piper Freestone, Skott Green, Andrew Hunt, Matt Lee Ingebritson, Lily Jensen, Corey Kerr, Zach Litzkow, Michaela Merchant, Jordan Rottinghaus, Dylan Simmons",Piper is a young adult female that is forced into a life change after long time boyfriend breaks it off and evicts her from their home.,9.5
The Haunting of Alcatraz,The Haunting of Alcatraz,2020,Horror,86,UK,English,Steve Lawson,Steve Lawson,Creativ Studios,"Helen Crevel, Beau Fowler, Jonathan Hansler, Tom Hendryk, Marcus Langford, Chris Lines, Mark Topping",Alcatraz. 1937. A young prison guard working the night shift experiences a string of chilling disturbances culminating in the bizarre death of an inmate at the most famous prison in the world,2.5
Rocket Hunter,Rocket Hunter,2020,"Action, Drama, War",86,USA,English,Christopher Forbes,Christopher Forbes,,"Brad Owens, Scotty Sparks, Bob Young, William Wylie, Ronald Blanton, Joseph Zuchowski, Jezibell Anat, Eric Miller, Charlie Gabel, Brendan Thompson, Stephen Gilliam, Lin Laffitte, Catherine Jerald, Kayla Coppa, Ryan Cruce","In one of the most dangerous missions of the war, an American B-17 pilot volunteers to fly a surrendered Messerschmidt 109 on a daring flight through the heart of Germany to try to prevent ...",1.3
Horse Girl,Horse Girl,2020,"Drama, Mystery, Thriller",103,USA,English,Jeff Baena,"Jeff Baena, Alison Brie",Duplass Brothers Productions,"Alison Brie, Molly Shannon, Goldenite, Stella Chestnut, John Ortiz, Lauren Weedman, Hazel Armenante, Robin Tunney, Matthew Gray Gubler, Debby Ryan, Jake Picking, Mary Apick, Toby Huss, Angela Trimbur, Aaron Stanford","Sarah, a socially isolated woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",5.9
La verità di Grace,A Fall from Grace,2020,"Drama, Thriller",115,USA,English,Tyler Perry,Tyler Perry,Tyler Perry Studios,"Crystal Fox, Phylicia Rashad, Bresha Webb, Mehcad Brooks, Cicely Tyson, Tyler Perry, Matthew Law, Donovan Christie Jr., Walter Fauntleroy, Angela Marie Rigsby, Steve Mapel, Sandra Ellis Lafferty, Adrian Pasdar, Nathan Anderson, Amy Gordon","Disheartened since her ex-husband's affair, Grace Waters feels restored by a new romance. But when secrets erode her short-lived joy, Grace's vulnerable side turns violent.",5.8
Spree,Spree,2020,"Comedy, Thriller",93,USA,English,Eugene Kotlyarenko,"Eugene Kotlyarenko, Gene McHugh",Dreamcrew,"Joe Keery, Sasheer Zamata, David Arquette, Kyle Mooney, Mischa Barton, Frankie Grande, Lala Kent, Joshua Ovalle, Reatha Grey, Caroline Hebert, Sunny Kim, Linas Phillips, John DeLuca, Jessalyn Gilsig, Sean Avery","Thirsty for a following, Kurt Kunkle is a rideshare driver who has figured out a deadly plan to go viral.",5.9
Camp Blood 8: Revelations,Camp Blood 8: Revelations,2020,Horror,82,USA,English,Dennis Devine,Dennis Devine,Sterling Entertainment,"Rhei Liu, Phoebe Dollar, Sally Mullins, Rowan Denis, Kyle Ian Fisher, Laura Dromerick, Emilyrose Morris, Domiziano Arcangeli, Shawn C. Phillips, Joe Haggerty, Veronica Ricci, Danny Filaccio, David S. Sterling","When a team of volleyball players get lost in the woods, they encounter a killer clown and his psychotic exhibitionist mother. Will he kill them all or will they find a way to defeat him?",2.2
Rogue,Rogue,2020,Action,105,"South Africa, UK",English,M.J. Bassett,"Isabel Bassett, M.J. Bassett",Grindstone Entertainment Group,"Megan Fox, Philip Winchester, Greg Kriek, Brandon Auret, Jessica Sutton, Kenneth Fok, Isabel Bassett, Adam Deacon, Sisanda Henna, Tamer Burjaq, Ashish Gangapersad, Calli Taylor, Lee-Anne Liebenberg, Mangaliso Mazibuko, Austin Shandu","Megan Fox (Transformers franchise) tackles a thrilling new role as a battle-hardened mercenary in this explosive action saga. As team leader O'Hara, she leads a lively squad of soldiers on ...",3.8
She Dies Tomorrow,She Dies Tomorrow,2020,"Comedy, Drama, Mystery",86,USA,English,Amy Seimetz,Amy Seimetz,Rustic Films,"Kate Lyn Sheil, Jane Adams, Kentucker Audley, Katie Aselton, Chris Messina, Tunde Adebimpe, Jennifer Kim, Josh Lucas, Adam Wingard, Michelle Rodriguez, Olivia Taylor Dudley, Madison Calderon, James Benning, Oden Mack",Amy thinks she's dying tomorrow...and it's contagious.,5.2
Expectant,Expectant,2020,Thriller,89,USA,English,Damián Romay,"Kelly Peters, Damián Romay",Sunshine Films Florida,"Emmanuelle Vaugier, Hannah Bamberg, Josh Ventura, Daniel Contois, Susan Gallagher, Tommi Rose, Owen Miller, Antoni Corone, Laura Ault, Damián Romay, Sabina Mach, Jacobo Rispa, Omar Caraballo, Ellen Marguerite Cullivan, Carol Saragusa",A pregnant woman finds herself in serious danger when she agrees to live with the couple who plan to adopt her unborn child.,5.2
Ouija Shark,Ouija Shark,2020,Horror,71,,English,Brett Kelly,David A. Lloyd,,"Leslie Cserepy, Steph Goodwin, Kylie Gough, Robin Hodge, Staci Marie Lattery, Kyle Martellacci, John Migliore, Fiona Nelson, Amy Osborne, Christina Roman, Zoe Towne, Taryn Waldorf, Chad Walls, Simon Wheeldon, Peter Whittaker",A group of teenage girls summon an ancient man-eating shark after messing with a spirit board that washes up on the beach. An occult specialist must enter the shark's realm to rid this world of the deadly spirit ghost once and for all.,1.8
Hard Kill,Hard Kill,2020,"Action, Thriller",98,USA,English,Matt Eskandari,"Joe Russo, Chris LaMont",Emmett/Furla/Oasis Films (EFO Films),"Jesse Metcalfe, Bruce Willis, Lala Kent, Natalie Eva Marie, Texas Battle, Sergio Rizzuto, Swen Temmel, Jon Galanis, Tyler Jon Olson, Leslee Emmett, Nick Patron, Abigail Esmena, Jacquie Nguyen, Katie Groneman, Adam Huel Potter","The work of billionaire tech CEO Donovan Chalmers (Willis) is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",2.9
Sweet Thing,Sweet Thing,2020,Drama,91,USA,English,Alexandre Rockwell,Alexandre Rockwell,Black Horse Productions,"Lana Rockwell, Nico Rockwell, Jabari Watkins, M.L. Josepher, Karyn Parsons, Will Patton, Steven Randazzo",The story revolves around two siblings and their struggle to find solid ground in the homes of their alcoholic father and negligent mother. The children ultimately run away and find a temporary life for themselves.,8
Shifter,Shifter,2020,"Horror, Sci-Fi, Thriller",85,USA,English,Jacob Leighton Burns,"Jacob Leighton Burns, Jacob Leighton Burns",Planet Thunder Productions,"Nicole Fancher, Ashley Mandanas, Jamie Brewster, Leesa Neidel, Stephen Goodman, Paul T. Taylor, Ben Hall, Jacob Ryan Snovel, Derrico Thomas, Katy Atkinson, Rick Holmes, Cora Martin, Heather Siess, Clint Joseph, Ella Perdue",A young woman experiences painful and gruesome side effects after an experiment with time travel goes wrong.,3.3
Uncle Peckerhead,Uncle Peckerhead,2020,"Comedy, Horror",97,USA,English,Matthew John Lawrence,Matthew John Lawrence,Subtle T-Rex,"David Bluvband, Adam R. Brown, Ryan Conrath, Kevin Lawrence, Mike Lawrence, David Littleton, Ruth Lolla, Greg Maness, Joey Maron, Ruby McCollister, Maureen McGowan, Alex McKelvey, Lucy McMichael, Wicky Mendoza, Shannon O'Neill","When a punk band scores their first tour, life on the road proves tough when they are joined by a man-eating demon as a roadie.",5.4
The Insurrection,The Insurrection,2020,Action,90,USA,English,Rene Perez,Rene Perez,,"Michael Paré, Wilma Elles, Joseph Camilleri, Rebecca Tarabocchia, Jeanine Harrington, Malorie Glavan, Danner Boyd, Michael Cendejas, Woody Clendenen, Keely Dervin, Aaron Harvey, Tony Jackson, Michael Jarrod, Angelina Karo, Bernie Kelly",The director of the largest media company wants to expose how left-wing powers use film to control populations.,2.9
Sinister Stalker,Sinister Stalker,2020,"Drama, Thriller",84,USA,English,Michael Feifer,Nate Atkins,Feifer Worldwide,"Marci Miller, Kelly Blatz, Rosa Blasi, Lew Temple, Caia Coley, Marcus LaVoi, Michael Acosta, Daphne Bloomer, Rene Michelle Aranda, Olivia Ostlund","Karen, an emergency room doctor, is rescued by a handsome stranger named Daniel after she is attacked on her way home one night. When Daniel is injured in the attack, Karen takes him back ...",4.3
Walk Away,Walk Away,2020,"Sci-Fi, Thriller",91,USA,English,"Jason Dean, Matthew Nash","Jason Dean, Matthew Nash",454 Productions,"Alyssa Talbot, Faith Kelly, Ben Bocko, Amy Zubieta, Chris J. Faria","Five friends go on a vacation to a cabin in the woods, but find that leaving isn't as simple as just walking away.",3.9
Collision Earth,Collision Earth,2020,Sci-Fi,84,USA,English,Matthew Boda,Joe Roche,The Asylum,"Kate Watson, Joseph Michael Harris, Daniel O'Reilly, Becca Buckalew, Eric Roberts, John Morrisey, Joe Roche, Joe Filippone, Lanett Tachel, Jonathan Moody, Shellie Sterling, Kassandra Escandell, Mark Schaefer, Lauren Pritchard, Jermane Dwight",A large meteor shower unexpectedly bombards planet Earth. Scientists rush to the scene of the first impact and the race is on to find a solution to save humanity.,2.2
Homeward,Homeward,2020,"Animation, Adventure, Family",81,USA,English,Michael Johnson,"Aaron Witlin, David Michael Latt",The Asylum,"Joey Lawrence, James Cullen Bressack, Kim Little, D.C. Douglas, Dylan Vox, Jamey Rimawi, Tom Green, Joe Filippone, Jenna Edwards, Justin Joseph Murphy, Audrey Latt, Tammy Klein, Ana Florit, Iris Miller-Bales, Jeremy M. Inman",A boastful elf and his prank-happy orc brother must learn to work together to stop a fiendish orc gang from retrieving a magical stone that will give them the power to take over the world.,2.5
Santana,Santana,2020,Action,106,"South Africa, Angola",English,"Maradona Dias Dos Santos, Chris Roland","Chris Roland, Maradona Dias Dos Santos",Giant Sables Entertainment Media,"Paulo Americano, Terence Bridgett, Amanda Brown, Tamer Burjaq, Nompilo Gwala, Paul Hampshire, Dale Jackson, Hakeem Kae-Kazim, Terri Lane, Robin Minifie, Raul Rosario, Rapulana Seiphemo, Jenna Upton, Neide Vieira","Two cops, two brothers. One is out for justice, the other revenge. They may kill each other before capturing the bad guys.",3.9
Murder Death Koreatown,Murder Death Koreatown,2020,"Crime, Horror, Mystery",80,USA,English,,,Conspiracy Reels,,"After his neighbor's real life murder, an unemployed man goes down the rabbit hole investigating what he believes to be a conspiracy.",5.1
Tales from Six Feet Under,Tales from Six Feet Under,2020,"Comedy, Horror",45,USA,English,Nicholas Michael Jacobs,Nicholas Michael Jacobs,,"Alexis Beacher, Brian Jacobs, Gianna Jacobs, Nicholas Michael Jacobs",Follow the Visitor as he walks through the graveyard and find out how these extremely unlucky people ended up six feet under.,7.6
Killer Dream Home,Killer Dream Home,2020,Thriller,91,USA,English,Jake Helgren,Jake Helgren,The Ninth House,"Maiara Walsh, Eve Mauro, John DeLuca, Brooke Butler, Mayra Leal, Robin Riker, Jon Klaft, Mike Capozzi, Thomasina Gross, Rachel Leah Cohen, Kayvon Esmaili, Chris O'Neill, Garrett Lee, Jack Walter Coles, Angel Ladao","When happy couple Jules and Josh buy their dream house on a magnificent estate, they recruit beautiful Morgan to help them with the interior design, unaware Morgan has history with the house and will stop at nothing to make it her own.",4.7
Blu profondo 3,Deep Blue Sea 3,2020,"Action, Horror, Sci-Fi",99,USA,English,John Pogue,Dirk Blackman,Roserock Films,"Tania Raymonde, Nathaniel Buzolic, Emerson Brooks, Bren Foster, Reina Aoi, Alex Bhat, Siya Mayola, Avumile Qongqo, Brashaad Mayweather, Ernest St.Clair, DeVille Vannik","Studying the effects of climate change off the coast of Mozambique, a marine biologist and her team confront three genetically enhanced bull sharks. Now, a new bloodbath is waiting to happen in the name of science. Will humans never learn?",4.6
Ninna nanna mortale,A Mother Knows Worst,2020,"Drama, Thriller",86,USA,English,Robert Malenfant,"Rebeca Hughes, Stephen Lyons",,"Katie Leclerc, Jeff Schine, Victoria Barabas, Todd Cahoon, Heather Ankeny, Katie Michels, Tyee Tilghman, Martha Hackett, Ranjinder Hans, Corinne Laurance, Michael Evans Lopez, Tara Malenfant, Maria Maestas McCann, Brock Morse, Ocean Tauber","After losing her child, Olivia Davis meets a woman and her daughter and admiration turns into obsession.",5.4
Dragon Soldiers,Dragon Soldiers,2020,"Action, Fantasy",89,USA,English,Hank Braxtan,Dan Sinclair,Automatic Entertainment,"Antuone Torbert, Ruben Pla, Tarkan Dospil, Heath C. Heine, Dan Sinclair, Arielle Brachfeld, Motown Maurice, Asa Forsyth, Butch McCain, Ethan John Ball, Benjamin Watt, Dylan Cox, Chad Higley, Billy Motley, Joel Hodge",A lethal creature hides in the woods that surround a suburban area killing anyone who gets near. An elite group of soldiers comes into action.,2.8
Amityville Island,Amityville Island,2020,"Action, Horror, Sci-Fi",70,USA,English,"Mark Polonia, Paul Alan Steele",John Oak Dalton,Polonia Brothers Entertainment,"Danielle Donahue, Jamie Morgan, Jeff Kirkendall, James Carolus, Titus Himmelberger, Steve Diasparra, Tim Hatch, Marie DeLorenzo, Yolie Canales, Wyatt Wood, Cassandra Hayes",A cursed survivor of killings at the Amityville House brings evil to a small island where bizarre genetic experiments are carried out on humans and animals in a secret women's prison.,1.7
Lego DC: Shazam!: Magic and Monsters,Lego DC: Shazam!: Magic and Monsters,2020,"Animation, Comedy, Family",81,USA,English,Matt Peters,"Jeremy Adams, C.C. Beck",DC Entertainment,"Sean Astin, Dee Bradley Baker, Troy Baker, Zach Callison, Greg Ellis, Ralph Garman, Grey Griffin, Jennifer Hale, Josh Keaton, Tom Kenny, Erica Lindbeck, Cristina Milizia, Nolan North, Fred Tatasciore, James Arnold Taylor","When the boy hero Shazam is offered to join the Justice League he is reluctant about it, but when his rivals the Monster Society put the League in peril he's the only one who can save them.",6.2
Scare Me,Scare Me,2020,"Comedy, Fantasy, Horror",107,USA,English,"Conrad Glover, Mark Stephens","Thomas Fisco, Mark Stephens",,"DeMarr Wright, Taylor Kilgore, Mark Justice, Caslin Rose, Brandon Alan McClenahan, Nicole Unger, Thomas Fisco, Tommie Vegas, Gus Langley, Ben Stobber, Adriane McLean, Michael O'Neal, Anthony Avery, Joseph Benshimon, Stu Chaiken","A group of new friends go camping on their last night traveling together to a music festival. They wager a free weekend pass to the winner of a ghost story contest, but a chance encounter ...",3.5
Jungle Beat: The Movie,Jungle Beat: The Movie,2020,"Animation, Adventure, Family",88,Mauritius,English,Brent Dawes,"Brent Dawes, Sam Wilson",Sandcastle Studios,"David Menkin, David Rintoul, Gavin Peter, Florrie Wilkinson, Adam Neill, Jason Pennycooke, Robert G. Slade, Emma Lungiswa De Wet, Claire Johnston, Toni Andrews, Brent Dawes, Matthew Gair, John Guerrasio, Ed Kear, Lynton Levengood",A homesick alien crash-lands his spaceship near the colorful African Jungle. His new animal friends need to get him back to his ship and teach him about friendship and fun before his Space-Conqueror father can take over the planet.,5.7
5G Zombies,5G Zombies,2020,Horror,96,,English,"Dustin Ferguson, John R. Walker","Darrell Buxton, Steve Hardy",SCS Entertainment,"Elizabeth Barstow, Clint Beaver, Geovonna Casanova, Tony Clarke, Tenika Coates, Liam Cody, Charlotte Curry, Isabelle Curry, Ricky Egan, Dustin Ferguson, Mike Ferguson, Edwin Garcia, John Klyza, Mark Lunn, Noah F. Madril",The human race struggles to survive as governments have conspired to turn the citizens of the world into zombies via their new 5G cell service.,2.4
Cry Havoc,Cry Havoc,2020,Horror,85,USA,English,Rene Perez,Rene Perez,Samera Entertainment,"J.D. Angstadt, Robert Bronzi, Spring Inés Peña, Emily Sweet, Richard Tyson",A rogue police officer takes on a serial killer who murders at call,3.2
Trigger Points,Trigger Points,2020,Sci-Fi,95,UK,English,James McDonagh,,,"Leigh Edgecombe, Nicholas Leftwich, Jenni McDonagh, Denise Meller, Alannah O'Gorman",The world had changed. Streets day by day were filled with protest. The unemployed. The lost. Chaos. Then something happened. Something though it had no name had arrived. Fear. Fear over ...,3.7
One Night in Bangkok,One Night in Bangkok,2020,"Action, Thriller",105,USA,English,Wych Kaosayananda,Wych Kaosayananda,Grindstone Entertainment Group,"Mark Dacascos, Vanida Golten, Prinya Intachai, Michael S. New, Kane Kosugi, Sahajak Boonthanakit, Julie Condra, Shivam Pawa, Siripon Yuktadatta, Charlie Ruedpokanon, Alice Tantayanon, Chanwit Pittayanukit, Nate Earmratana","A hit man named Kai (Mark Dacascos) flies into Bangkok, gets a gun, and orders a cab. He offers a professional female driver big money to be his all-night driver. But when she realizes Kai ...",4.8
Monstrous,Monstrous,2020,"Drama, Fantasy",86,USA,English,Bruce Wemple,Anna Shields,377 Films,"Anna Shields, Rachel Finninger, Grant Schumacher, Hannah McKechnie, Catharine Daddario, Dylan Grunn, Peter Stray, Thomas Brazzle, Kyrie Ellison, Rick Montgomery Jr.","A young woman goes searching for answers after her friend mysteriously vanishes in Whitehall, NY, an Adirondack town known for its Bigfoot sightings. She quickly learns that hiding in the ...",3.3
Top Gunner,Top Gunner,2020,"Action, War",84,USA,English,Daniel Lusko,Geoff Meed,Keystone Films,"Eric Roberts, Carol Anne Watts, Julian Cavett, Sarah H. Wilkinson, Reavis Dorsey, Buck Burns, Shayne Hartigan, Dylan Wisneski, Bodhi Rader, Matthew Blood-Smyth, Tamas Nadas, Andrejs Prokopenko, Daniel Lusko, Philip Seeger, Emily Eruraviel",Recent graduates of a secluded U.S. Air Force base must protect a gene-editing bio-weapon from the Russian military - who are desperate to seize the deadly viral agent at any cost.,1.9
Gina Brillon: The Floor is Lava,Gina Brillon: The Floor is Lava,2020,Comedy,60,USA,English,,,,Gina Brillon,"Comedian Gina Brillon discusses her childhood, culture and the transition from single to married life with her Midwestern husband.",5.9
Murder Manual,Murder Manual,2020,"Horror, Thriller",91,USA,English,"Michael Escobedo, Kelly Hallmark","Shirine Best, Eleanor Emptage",Hewes Pictures,"Emilia Clarke, Hadley Fraser, Sylvia Panacione, Maria Olsen, Brittany Samson, Milly Sanders, Melanie Cruz, Van Hansis, Sally Hughes, Anthony Goss, Bryan Manley Davis, Sophie Knapp, Jeff Torres, Joe Reegan, Frida Rossi","Creepy, terrifying chapters from our book of horror include a little girl's journey from a world of nightmares into the nightmare of reality, a gay couple's romantic getaway in Palm Springs...",2.3
Larva Island - Il film,The Larva Island Movie,2020,Animation,89,South Korea,English,Byoung-Wook Ahn,,,"Hong Bum-ki, Kang Shi Hyun, Eddy Lee","In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow",5.1
Black Is King,Black Is King,2020,"Adventure, Drama, Fantasy",85,USA,English,"Emmanuel Adjei, Ibra Ake","Beyoncé, Yrsa Daley-Ward",Walt Disney Pictures,"Folajomi 'FJ' Akinmurele, Aweng Ade-Chuol, Isaak Adoyi, Adut Akech, Yemi Alade, Aqualillies, Steven T. Bartlett, Beyoncé, Naomi Campbell, Diana Care, Blue Ivy Carter, Connie Chiume, Island Aquatics Synchro Club, Clem Darling, Lindiwe Dim",Visual album from Beyoncé inspired by 'The Lion King'.,5.4
Valley Girl,Valley Girl,2020,"Comedy, Musical, Romance",102,USA,English,Rachel Lee Goldenberg,"Amy Talkington, Andrew Lane",Sneak Preview Productions,"Jessica Rothe, Josh Whitehouse, Jessie Ennis, Ashleigh Murray, Chloe Bennet, Logan Paul, Mae Whitman, Mario Revolori, Rob Huebel, Judy Greer, Alex Lewis, Alex MacNicoll, Danny Ramirez, Andrew Kai, Allyn Rachel","Set to a new wave '80s soundtrack, a pair of young lovers from different backgrounds defy their parents and friends to stay together. A musical adaptation of the 1983 film.",5.4
Host,Host,2020,"Horror, Mystery",57,UK,English,Rob Savage,"Gemma Hurley, Rob Savage",Shadowhouse Films,"Haley Bishop, Jemma Moore, Emma Louise Webb, Radina Drandova, Caroline Ward, Alan Emrys, Patrick Ward, Edward Linard, Jinny Lofthouse, Seylan Baxter, Jack Brydon, James Swanton","Six friends hire a medium to hold a seance via Zoom during lockdown, but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their ...",6.7
Steve-O: Gnarly,Steve-O: Gnarly,2020,Comedy,58,USA,English,Mark Ritchie,Steve-O,,"Steve-O, Jason 'Wee Man' Acuña, Tommy Caudill, Dave England, Ted Glover, Johnny Knoxville, Preston Lacy, Sam Macaroni, Bam Margera, Ehren McGhehey, Reggie Pace, Chris Pontius, Scott Randolph, Lux Wright","After a long trip duct taped on the side of a truck from Vegas to Colorado, Steve-O and friends go over his epic life, and the gnarly stunts he has done to get there. Stunts are over the top shock-value but its Steve-O what do you expect?",6.4
Simulation Theory Film,Simulation Theory Film,2020,"Music, Sci-Fi",90,UK,English,Lance Drake,,Pulse Films,"Matt Bellamy, Dominic Howard, Caelan Lewis, Chris Wolstenholme",Conceived and filmed at London's O2 Arena in September 2019 the film follows a team of scientists as they investigate the source of a paranormal anomaly appearing around the world. Blurring...,7.4
Deathstroke Knights & Dragons: The Movie,Deathstroke Knights & Dragons: The Movie,2020,"Animation, Action",87,USA,English,Sung Jin Ahn,J.M. DeMatteis,Berlanti Productions,"Chris Jai Alex, Sasha Alexander, Michael Chiklis, Noshir Dalal, Castulo Guerra, Faye Mata, Panta Mosleh, Minae Noji, Griffin Puatu, Colin Salmon",Deathstroke plays the hero in the latest DC Universe adventure from Warner Bros.,6.4
Desperados,Desperados,2020,"Comedy, Romance",105,USA,English,LP,Ellen Rapoport,Lost City,"Nasim Pedrad, Anna Camp, Lamorne Morris, Sarah Burns, Robbie Amell, Heather Graham, Jessica Chaffin, Izzy Diaz, Rodrigo Franco, Scott Rodgers, Toby Grey, Jessica Lowe, George Basil, Allan McLeod, Bryan Safi","A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.",5.2
The Last Days of American Crime,The Last Days of American Crime,2020,"Action, Crime, Thriller",148,USA,English,Olivier Megaton,"Karl Gajdusek, Rick Remender",Radical Studios,"Neels Clasen, Edgar Ramírez, Tony Caprari, Kate Normington, Iain Bruce, Norman Anstey, Brandon Auret, Daniel Fox, Sean Cameron Michael, Nathan Lynn, Tamer Burjaq, Craig Urbani, De Klerk Oelofse, Jonathan Pienaar, Kristen Raath","In the not-too-distant future, as a final response to terrorism and crime, the U.S. government plans to broadcast a signal making it impossible for anyone to knowingly commit unlawful acts.",3.6
Target Number One,Target Number One,2020,"Biography, Crime, Thriller",125,Canada,English,Daniel Roby,Daniel Roby,Caramel Film,"Antoine Olivier Pilon, Josh Hartnett, Stephen McHattie, Jim Gaffigan, Cory Lipman, Don McKellar, Rose-Marie Perreault, Amanda Crew, Nadia Verrucci, Mark Camacho, Raphael Grosz-Harvey, Robert Crooks, Frank Schorpion, J.C. MacKenzie, Harry Standjofski","In 1989, a Canadian journalist investigates the circumstances surrounding the suspicious arrest of a heroin addict imprisoned in a Thai jail.",6.1
Phineas and Ferb the Movie: Candace Against the Universe,Phineas and Ferb the Movie: Candace Against the Universe,2020,"Animation, Adventure, Comedy",86,USA,English,Bob Bowen,"Dan Povenmire, Jeff 'Swampy' Marsh",Disney Television Animation,"Vincent Martella, Ashley Tisdale, David Errigo Jr., Dan Povenmire, Alyson Stoner, Maulik Pancholy, Bobby Gaylor, Dee Bradley Baker, Olivia Olson, Wayne Brady, Ali Wong, Thomas Middleditch, Diedrich Bader, Thomas Sanders, Caroline Rhea",The famed stepbrother inventors know what they're gonna do today. They're gonna rescue their sister from an alien abduction.,7.4
Last Moment of Clarity,Last Moment of Clarity,2020,Thriller,90,USA,English,"Colin Krisel, James Krisel","Colin Krisel, James Krisel",Metalwork Pictures,"Zach Avery, Brian Cox, Udo Kier, Samara Weaving, Karl E. Landler, Nicole Ansari-Cox, Alex Fernandez, Carly Chaikin, Karina Chery, Kearsten Walden, Wallis Herst, Mark Joy, Pasha D. Lychnikoff, Robert Wesley Mason, Hal Ozsan","Three years after witnessing the murder of his fiancée, a man finds himself a fearful drifter, until one day at a Parisian cinema he sees an actress who looks a lot like his dead love, and eventually he finds the truth about his fiancée.",5.1
Unbelievable!!!!!,Unbelievable!!!!!,2020,"Comedy, Sci-Fi",105,USA,English,Steven L. Fawcette,Steven L. Fawcette,ArchAngel Films,"Snoop Dogg, Garrett Wang, Chase Masterson, Tim Russ, Kevin Carlson, Nichelle Nichols, Robert Picardo, Marina Sirtis, Michael Dorn, Nana Visitor, Walter Koenig, Linda Park, Connor Trinneer, Michael Madsen, Robert Davi",Martians have conquered Earth. Four astronauts fight to save the last remnants of humanity.,4.1
Fatima,Fatima,2020,Drama,113,"Portugal, USA",English,Marco Pontecorvo,"Valerio D'Annunzio, Barbara Nicolosi",Origin Entertainment,"Joaquim de Almeida, Goran Visnjic, Stephanie Gil, Alejandra Howard, Jorge Lamelas, Lúcia Moniz, Marco D'Almeida, Joana Ribeiro, Carla Chambel, Elmano Sancho, João D'Ávila, Iris Cayatte, João Arrais, Simão Cayatte, Sônia Braga","Based on historical events, three young shepherds in Fátima, Portugal, report visions of the Virgin Mary, inspiring believers and angering officials of the Church and the government, who try to force them to recant their story.",6.3
